plate_ID,timepoint,well,Type,Compound,Concentration,OD,median
gradient1,T1,P09,Compound,Coumaphos,4,0.19605,0.22452499999999995
gradient1,T1,P10,Compound,Bephenium Hydroxynaphthoate,4,0.1606,0.22452499999999995
gradient1,T1,P11,Compound,Coumaphos,1,0.15760000000000002,0.22452499999999995
gradient1,T1,P12,Compound,Coumaphos,8,0.46655,0.22452499999999995
gradient1,T1,P13,Compound,Coumaphos,5,0.18405,0.22452499999999995
gradient1,T1,P14,Compound,Coumaphos,0.1,0.17635,0.22452499999999995
gradient1,T1,P15,Compound,dl-alpha-methyl-p-tyrosine,2,0.3769,0.22452499999999995
gradient1,T1,P17,Compound,dl-alpha-methyl-p-tyrosine,4,0.17245,0.22452499999999995
gradient1,T1,P18,Compound,Bephenium Hydroxynaphthoate,12,0.1745,0.22452499999999995
gradient1,T1,P19,Compound,Coumaphos,0.1,0.1809,0.22452499999999995
gradient1,T1,P20,Compound,Coumaphos,5,0.1801,0.22452499999999995
gradient1,T1,P22,Compound,Coumaphos,0.1,0.15265,0.22452499999999995
gradient1,T1,P23,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.15445,0.22452499999999995
gradient1,T1,P24,Compound,Coumaphos,8,0.2362,0.22452499999999995
gradient1,T2,A01,Compound,Coumaphos,10,0.5616,0.5037
gradient1,T2,A02,Compound,Bephenium Hydroxynaphthoate,3,0.4174,0.5037
gradient1,T2,A04,Compound,dl-alpha-methyl-p-tyrosine,12,0.5396000000000001,0.5037
gradient1,T2,A05,Compound,Bephenium Hydroxynaphthoate,15,0.52305,0.5037
gradient1,T2,A06,Compound,Bephenium Hydroxynaphthoate,5,0.556,0.5037
gradient1,T2,A07,Compound,Coumaphos,8,0.5347500000000001,0.5037
gradient1,T2,A08,Compound,Coumaphos,6,0.5445,0.5037
gradient1,T2,A09,Compound,dl-alpha-methyl-p-tyrosine,15,0.57325,0.5037
gradient1,T2,A10,Compound,dl-alpha-methyl-p-tyrosine,3,0.48725,0.5037
gradient1,T2,A11,Compound,Coumaphos,5,0.46119999999999994,0.5037
gradient1,T2,A12,Compound,Coumaphos,15,0.47455,0.5037
gradient1,T2,A13,Compound,dl-alpha-methyl-p-tyrosine,4,0.44715,0.5037
gradient1,T2,A14,Compound,Bephenium Hydroxynaphthoate,0.1,0.54765,0.5037
gradient1,T2,A15,Compound,dl-alpha-methyl-p-tyrosine,3,0.51395,0.5037
gradient1,T2,A16,Compound,Bephenium Hydroxynaphthoate,4,0.73695,0.5037
gradient1,T2,A17,Compound,Bephenium Hydroxynaphthoate,6,0.5339499999999999,0.5037
gradient1,T2,A18,Compound,dl-alpha-methyl-p-tyrosine,5,0.45585,0.5037
gradient1,T2,A19,Compound,Coumaphos,5,0.44525,0.5037
gradient1,T2,A20,Compound,dl-alpha-methyl-p-tyrosine,2,0.51005,0.5037
gradient1,T2,A21,Compound,Coumaphos,4,0.6831,0.5037
gradient1,T2,A22,Compound,Bephenium Hydroxynaphthoate,5,0.4613,0.5037
gradient1,T2,A23,Compound,dl-alpha-methyl-p-tyrosine,15,0.4481,0.5037
gradient1,T2,A24,Compound,dl-alpha-methyl-p-tyrosine,12,0.34895,0.5037
gradient1,T2,B01,Compound,dl-alpha-methyl-p-tyrosine,6,0.46455,0.5037
gradient1,T2,B02,Compound,Coumaphos,12,0.4943,0.5037
gradient1,T2,B03,Compound,dl-alpha-methyl-p-tyrosine,2,0.47855,0.5037
gradient1,T2,B04,Compound,dl-alpha-methyl-p-tyrosine,6,0.5738,0.5037
gradient1,T2,B05,Compound,Bephenium Hydroxynaphthoate,8,0.50145,0.5037
gradient1,T2,B06,Compound,Bephenium Hydroxynaphthoate,4,0.59495,0.5037
gradient1,T2,B07,Compound,Bephenium Hydroxynaphthoate,1,0.50395,0.5037
gradient1,T2,B08,Compound,Bephenium Hydroxynaphthoate,8,0.5381,0.5037
gradient1,T2,B09,Compound,Bephenium Hydroxynaphthoate,10,0.5329,0.5037
gradient1,T2,B10,Compound,Bephenium Hydroxynaphthoate,1,0.52835,0.5037
gradient1,T2,B11,Compound,Bephenium Hydroxynaphthoate,0.5,0.5463,0.5037
gradient1,T2,B12,Compound,Bephenium Hydroxynaphthoate,12,0.6076,0.5037
gradient1,T2,B13,Compound,dl-alpha-methyl-p-tyrosine,6,0.5408999999999999,0.5037
gradient1,T2,B14,Compound,dl-alpha-methyl-p-tyrosine,8,0.5488999999999999,0.5037
gradient1,T2,B15,Compound,Coumaphos,4,0.54305,0.5037
gradient1,T2,B16,Compound,Bephenium Hydroxynaphthoate,5,0.53075,0.5037
gradient1,T2,B17,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.57855,0.5037
gradient1,T2,B19,Compound,Bephenium Hydroxynaphthoate,2,0.51265,0.5037
gradient1,T2,B20,Compound,Coumaphos,12,0.50585,0.5037
gradient1,T2,B21,Compound,Coumaphos,0.5,0.4733,0.5037
gradient1,T2,B22,Compound,Coumaphos,3,0.41745,0.5037
gradient1,T2,B23,Compound,dl-alpha-methyl-p-tyrosine,15,0.45095,0.5037
gradient1,T2,B24,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.36375,0.5037
gradient1,T2,C01,Compound,Bephenium Hydroxynaphthoate,0.1,0.406,0.5037
gradient1,T2,C02,Compound,Coumaphos,0.5,0.4898,0.5037
gradient1,T2,C03,Compound,dl-alpha-methyl-p-tyrosine,8,0.43120000000000003,0.5037
gradient1,T2,C04,Compound,dl-alpha-methyl-p-tyrosine,1,0.53795,0.5037
gradient1,T2,C05,Compound,Bephenium Hydroxynaphthoate,10,0.4862999999999999,0.5037
gradient1,T2,C06,Compound,dl-alpha-methyl-p-tyrosine,5,0.5227,0.5037
gradient1,T2,C07,Compound,Coumaphos,10,0.5224,0.5037
gradient1,T2,C08,Compound,Coumaphos,4,0.5539000000000001,0.5037
gradient1,T2,C09,Compound,Bephenium Hydroxynaphthoate,6,0.52875,0.5037
gradient1,T2,C10,Compound,dl-alpha-methyl-p-tyrosine,12,0.5504500000000001,0.5037
gradient1,T2,C11,Compound,Bephenium Hydroxynaphthoate,3,2.0979,0.5037
gradient1,T2,C12,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.5705,0.5037
gradient1,T2,C13,Compound,dl-alpha-methyl-p-tyrosine,3,0.6473,0.5037
gradient1,T2,C14,Compound,dl-alpha-methyl-p-tyrosine,5,0.63315,0.5037
gradient1,T2,C15,Compound,Coumaphos,8,0.474,0.5037
gradient1,T2,C16,Compound,Coumaphos,6,0.5345500000000001,0.5037
gradient1,T2,C17,Compound,dl-alpha-methyl-p-tyrosine,6,0.5541,0.5037
gradient1,T2,C18,Compound,dl-alpha-methyl-p-tyrosine,1,0.9443,0.5037
gradient1,T2,C19,Compound,Coumaphos,0.1,0.504,0.5037
gradient1,T2,C20,Compound,dl-alpha-methyl-p-tyrosine,8,0.51305,0.5037
gradient1,T2,C21,Compound,Bephenium Hydroxynaphthoate,10,0.69555,0.5037
gradient1,T2,C22,Compound,Bephenium Hydroxynaphthoate,15,0.40565,0.5037
gradient1,T2,C23,Compound,dl-alpha-methyl-p-tyrosine,4,0.5289,0.5037
gradient1,T2,C24,Compound,dl-alpha-methyl-p-tyrosine,1,0.15885,0.5037
gradient1,T2,D01,Compound,Bephenium Hydroxynaphthoate,15,0.4103,0.5037
gradient1,T2,D02,Compound,Bephenium Hydroxynaphthoate,1,0.4759,0.5037
gradient1,T2,D03,Compound,Bephenium Hydroxynaphthoate,0.5,0.4953999999999999,0.5037
gradient1,T2,D04,Compound,Coumaphos,10,0.514,0.5037
gradient1,T2,D05,Compound,Bephenium Hydroxynaphthoate,3,0.5337,0.5037
gradient1,T2,D06,Compound,dl-alpha-methyl-p-tyrosine,4,0.57805,0.5037
gradient1,T2,D07,Compound,Coumaphos,0.1,0.6159,0.5037
gradient1,T2,D08,Compound,dl-alpha-methyl-p-tyrosine,1,1.0103,0.5037
gradient1,T2,D09,Compound,Coumaphos,0.1,0.55035,0.5037
gradient1,T2,D10,Compound,Bephenium Hydroxynaphthoate,15,0.51005,0.5037
gradient1,T2,D11,Compound,Coumaphos,3,0.5549,0.5037
gradient1,T2,D12,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.6173,0.5037
gradient1,T2,D13,Compound,dl-alpha-methyl-p-tyrosine,15,0.59125,0.5037
gradient1,T2,D14,Compound,Bephenium Hydroxynaphthoate,12,0.5597,0.5037
gradient1,T2,D15,Compound,Bephenium Hydroxynaphthoate,0.1,0.96035,0.5037
gradient1,T2,D16,Compound,Bephenium Hydroxynaphthoate,5,0.84895,0.5037
gradient1,T2,D18,Compound,Coumaphos,8,0.5179,0.5037
gradient1,T2,D19,Compound,Coumaphos,2,0.4816,0.5037
gradient1,T2,D20,Compound,Coumaphos,4,0.4885,0.5037
gradient1,T2,D21,Compound,Coumaphos,1,0.7202,0.5037
gradient1,T2,D22,Compound,Coumaphos,12,0.4705,0.5037
gradient1,T2,D23,Compound,dl-alpha-methyl-p-tyrosine,10,0.65295,0.5037
gradient1,T2,D24,Compound,Bephenium Hydroxynaphthoate,5,0.353,0.5037
gradient1,T2,E01,Compound,Bephenium Hydroxynaphthoate,2,0.3657,0.5037
gradient1,T2,E02,Compound,Coumaphos,10,1.6891,0.5037
gradient1,T2,E03,Compound,Bephenium Hydroxynaphthoate,3,0.5023,0.5037
gradient1,T2,E04,Compound,dl-alpha-methyl-p-tyrosine,12,0.37045,0.5037
gradient1,T2,E05,Compound,dl-alpha-methyl-p-tyrosine,12,0.56655,0.5037
gradient1,T2,E07,Compound,Bephenium Hydroxynaphthoate,0.1,0.56305,0.5037
gradient1,T2,E08,Compound,dl-alpha-methyl-p-tyrosine,3,0.6892,0.5037
gradient1,T2,E09,Compound,dl-alpha-methyl-p-tyrosine,0.5,1.59825,0.5037
gradient1,T2,E10,Compound,Coumaphos,10,0.5217,0.5037
gradient1,T2,E11,Compound,Bephenium Hydroxynaphthoate,10,2.2577499999999997,0.5037
gradient1,T2,E12,Compound,Bephenium Hydroxynaphthoate,4,2.07565,0.5037
gradient1,T2,E13,Compound,Coumaphos,2,2.1601,0.5037
gradient1,T2,E14,Compound,Bephenium Hydroxynaphthoate,10,1.7959,0.5037
gradient1,T2,E15,Compound,Bephenium Hydroxynaphthoate,0.5,0.5621499999999999,0.5037
gradient1,T2,E16,Compound,dl-alpha-methyl-p-tyrosine,15,0.5753999999999999,0.5037
gradient1,T2,E17,Compound,Bephenium Hydroxynaphthoate,2,0.5680499999999999,0.5037
gradient1,T2,E18,Compound,Coumaphos,3,0.4765,0.5037
gradient1,T2,E19,Compound,Bephenium Hydroxynaphthoate,8,0.43775,0.5037
gradient1,T2,E20,Compound,Bephenium Hydroxynaphthoate,6,0.5096,0.5037
gradient1,T2,E21,Compound,Coumaphos,10,0.5514,0.5037
gradient1,T2,E22,Compound,Coumaphos,4,0.5118,0.5037
gradient1,T2,E23,Compound,Coumaphos,6,0.72775,0.5037
gradient1,T2,F01,Compound,Bephenium Hydroxynaphthoate,12,0.39915,0.5037
gradient1,T2,F02,Compound,Coumaphos,6,0.4702,0.5037
gradient1,T2,F03,Compound,Bephenium Hydroxynaphthoate,0.5,0.48265,0.5037
gradient1,T2,F04,Compound,dl-alpha-methyl-p-tyrosine,12,0.8341000000000001,0.5037
gradient1,T2,F05,Compound,Coumaphos,1,0.5938000000000001,0.5037
gradient1,T2,F06,Compound,dl-alpha-methyl-p-tyrosine,1,0.56825,0.5037
gradient1,T2,F07,Compound,Coumaphos,4,0.56035,0.5037
gradient1,T2,F08,Compound,dl-alpha-methyl-p-tyrosine,0.1,1.3213,0.5037
gradient1,T2,F10,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.8584,0.5037
gradient1,T2,F11,Compound,Bephenium Hydroxynaphthoate,0.1,0.56825,0.5037
gradient1,T2,F12,Compound,dl-alpha-methyl-p-tyrosine,1,0.59025,0.5037
gradient1,T2,F13,Compound,Coumaphos,3,0.6989000000000001,0.5037
gradient1,T2,F14,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.5455,0.5037
gradient1,T2,F15,Compound,Coumaphos,1,0.91765,0.5037
gradient1,T2,F16,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.83555,0.5037
gradient1,T2,F17,Compound,dl-alpha-methyl-p-tyrosine,3,1.0522,0.5037
gradient1,T2,F18,Compound,Bephenium Hydroxynaphthoate,8,0.4951,0.5037
gradient1,T2,F19,Compound,dl-alpha-methyl-p-tyrosine,10,0.8034,0.5037
gradient1,T2,F20,Compound,Coumaphos,0.1,0.5716,0.5037
gradient1,T2,F21,Compound,Bephenium Hydroxynaphthoate,1,0.5925,0.5037
gradient1,T2,F22,Compound,Bephenium Hydroxynaphthoate,12,0.5106999999999999,0.5037
gradient1,T2,F23,Compound,dl-alpha-methyl-p-tyrosine,5,0.5851,0.5037
gradient1,T2,F24,Compound,Bephenium Hydroxynaphthoate,1,0.354,0.5037
gradient1,T2,G02,Compound,Bephenium Hydroxynaphthoate,2,0.54735,0.5037
gradient1,T2,G03,Compound,Coumaphos,3,0.5348,0.5037
gradient1,T2,G04,Compound,Bephenium Hydroxynaphthoate,1,0.6928,0.5037
gradient1,T2,G06,Compound,Bephenium Hydroxynaphthoate,0.1,2.11135,0.5037
gradient1,T2,G07,Compound,Coumaphos,15,2.2005,0.5037
gradient1,T2,G08,Compound,Coumaphos,10,0.51705,0.5037
gradient1,T2,G09,Compound,Coumaphos,2,0.5635,0.5037
gradient1,T2,G10,Compound,dl-alpha-methyl-p-tyrosine,1,0.5827500000000001,0.5037
gradient1,T2,G11,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.5862499999999999,0.5037
gradient1,T2,G12,Compound,Bephenium Hydroxynaphthoate,0.5,0.57985,0.5037
gradient1,T2,G13,Compound,Coumaphos,5,1.8346,0.5037
gradient1,T2,G14,Compound,Bephenium Hydroxynaphthoate,0.5,0.5414,0.5037
gradient1,T2,G15,Compound,Bephenium Hydroxynaphthoate,4,2.03355,0.5037
gradient1,T2,G16,Compound,Bephenium Hydroxynaphthoate,6,0.46495,0.5037
gradient1,T2,G17,Compound,dl-alpha-methyl-p-tyrosine,8,0.6171,0.5037
gradient1,T2,G18,Compound,dl-alpha-methyl-p-tyrosine,10,0.52635,0.5037
gradient1,T2,G19,Compound,Coumaphos,12,0.49905,0.5037
gradient1,T2,G20,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.54955,0.5037
gradient1,T2,G21,Compound,dl-alpha-methyl-p-tyrosine,5,0.53935,0.5037
gradient1,T2,G22,Compound,dl-alpha-methyl-p-tyrosine,5,0.5278499999999999,0.5037
gradient1,T2,G23,Compound,Bephenium Hydroxynaphthoate,8,0.6347999999999999,0.5037
gradient1,T2,G24,Compound,Bephenium Hydroxynaphthoate,10,0.3628,0.5037
gradient1,T2,H02,Compound,Bephenium Hydroxynaphthoate,8,0.4211,0.5037
gradient1,T2,H03,Compound,dl-alpha-methyl-p-tyrosine,8,0.50745,0.5037
gradient1,T2,H04,Compound,Coumaphos,6,0.61605,0.5037
gradient1,T2,H05,Compound,Bephenium Hydroxynaphthoate,15,0.5612,0.5037
gradient1,T2,H07,Compound,dl-alpha-methyl-p-tyrosine,4,0.528,0.5037
gradient1,T2,H08,Compound,Coumaphos,6,0.5865,0.5037
gradient1,T2,H09,Compound,Bephenium Hydroxynaphthoate,1,0.634,0.5037
gradient1,T2,H10,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.69215,0.5037
gradient1,T2,H11,Compound,Bephenium Hydroxynaphthoate,0.5,0.47105,0.5037
gradient1,T2,H12,Compound,Bephenium Hydroxynaphthoate,10,0.78965,0.5037
gradient1,T2,H13,Compound,Coumaphos,1,0.8571,0.5037
gradient1,T2,H14,Compound,Coumaphos,2,0.54535,0.5037
gradient1,T2,H15,Compound,Coumaphos,0.5,0.51905,0.5037
gradient1,T2,H16,Compound,dl-alpha-methyl-p-tyrosine,6,0.5559000000000001,0.5037
gradient1,T2,H17,Compound,Coumaphos,8,1.66905,0.5037
gradient1,T2,H18,Compound,Bephenium Hydroxynaphthoate,10,0.4942,0.5037
gradient1,T2,H19,Compound,Coumaphos,12,0.5598000000000001,0.5037
gradient1,T2,H20,Compound,dl-alpha-methyl-p-tyrosine,6,0.5449,0.5037
gradient1,T2,H21,Compound,Bephenium Hydroxynaphthoate,6,0.49285,0.5037
gradient1,T2,H22,Compound,Bephenium Hydroxynaphthoate,2,0.4374,0.5037
gradient1,T2,H23,Compound,Bephenium Hydroxynaphthoate,15,0.51885,0.5037
gradient1,T2,H24,Compound,Bephenium Hydroxynaphthoate,4,0.3902,0.5037
gradient1,T2,I01,Compound,dl-alpha-methyl-p-tyrosine,8,0.4524,0.5037
gradient1,T2,I02,Compound,Coumaphos,12,0.4239,0.5037
gradient1,T2,I03,Compound,Bephenium Hydroxynaphthoate,3,0.51695,0.5037
gradient1,T2,I04,Compound,dl-alpha-methyl-p-tyrosine,3,0.5713,0.5037
gradient1,T2,I05,Compound,Bephenium Hydroxynaphthoate,0.5,0.61895,0.5037
gradient1,T2,I06,Compound,Bephenium Hydroxynaphthoate,0.5,0.6003000000000001,0.5037
gradient1,T2,I07,Compound,dl-alpha-methyl-p-tyrosine,8,0.5730500000000001,0.5037
gradient1,T2,I08,Compound,dl-alpha-methyl-p-tyrosine,4,0.58775,0.5037
gradient1,T2,I09,Compound,dl-alpha-methyl-p-tyrosine,3,0.60705,0.5037
gradient1,T2,I11,Compound,Coumaphos,5,0.5376000000000001,0.5037
gradient1,T2,I12,Compound,Bephenium Hydroxynaphthoate,6,1.68725,0.5037
gradient1,T2,I13,Compound,dl-alpha-methyl-p-tyrosine,10,0.62835,0.5037
gradient1,T2,I14,Compound,Bephenium Hydroxynaphthoate,10,0.66395,0.5037
gradient1,T2,I15,Compound,Bephenium Hydroxynaphthoate,0.1,0.5710999999999999,0.5037
gradient1,T2,I16,Compound,Coumaphos,1,1.8017,0.5037
gradient1,T2,I17,Compound,Coumaphos,4,0.5051,0.5037
gradient1,T2,I18,Compound,dl-alpha-methyl-p-tyrosine,6,0.8163,0.5037
gradient1,T2,I19,Compound,Coumaphos,15,0.50935,0.5037
gradient1,T2,I20,Compound,Coumaphos,2,0.60375,0.5037
gradient1,T2,I21,Compound,Coumaphos,0.1,0.5419,0.5037
gradient1,T2,I22,Compound,Coumaphos,6,0.4243,0.5037
gradient1,T2,I23,Compound,Coumaphos,15,0.57335,0.5037
gradient1,T2,I24,Compound,Bephenium Hydroxynaphthoate,0.5,0.7595,0.5037
gradient1,T2,J01,Compound,dl-alpha-methyl-p-tyrosine,2,0.4565,0.5037
gradient1,T2,J02,Compound,dl-alpha-methyl-p-tyrosine,1,0.5285,0.5037
gradient1,T2,J03,Compound,Coumaphos,1,0.47045,0.5037
gradient1,T2,J04,Compound,dl-alpha-methyl-p-tyrosine,15,0.5523,0.5037
gradient1,T2,J05,Compound,Coumaphos,4,0.57585,0.5037
gradient1,T2,J06,Compound,Bephenium Hydroxynaphthoate,1,0.5728,0.5037
gradient1,T2,J07,Compound,Bephenium Hydroxynaphthoate,8,0.5595,0.5037
gradient1,T2,J08,Compound,Bephenium Hydroxynaphthoate,4,0.6222,0.5037
gradient1,T2,J10,Compound,Bephenium Hydroxynaphthoate,15,0.55675,0.5037
gradient1,T2,J11,Compound,Coumaphos,15,0.5207999999999999,0.5037
gradient1,T2,J12,Compound,dl-alpha-methyl-p-tyrosine,3,0.5318499999999999,0.5037
gradient1,T2,J13,Compound,Bephenium Hydroxynaphthoate,2,0.5404,0.5037
gradient1,T2,J14,Compound,dl-alpha-methyl-p-tyrosine,10,0.5409999999999999,0.5037
gradient1,T2,J15,Compound,Bephenium Hydroxynaphthoate,5,0.54125,0.5037
gradient1,T2,J16,Compound,Coumaphos,3,0.52875,0.5037
gradient1,T2,J17,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.5125,0.5037
gradient1,T2,J18,Compound,Bephenium Hydroxynaphthoate,0.1,0.4707,0.5037
gradient1,T2,J19,Compound,Bephenium Hydroxynaphthoate,5,0.4946,0.5037
gradient1,T2,J20,Compound,Bephenium Hydroxynaphthoate,12,0.49835,0.5037
gradient1,T2,J21,Compound,Coumaphos,8,0.5567500000000001,0.5037
gradient1,T2,J22,Compound,Coumaphos,10,0.493,0.5037
gradient1,T2,J23,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.47965,0.5037
gradient1,T2,J24,Compound,dl-alpha-methyl-p-tyrosine,2,0.97235,0.5037
gradient1,T2,K01,Compound,dl-alpha-methyl-p-tyrosine,5,0.40385,0.5037
gradient1,T2,K02,Compound,dl-alpha-methyl-p-tyrosine,10,0.4603,0.5037
gradient1,T2,K03,Compound,dl-alpha-methyl-p-tyrosine,10,0.46145,0.5037
gradient1,T2,K04,Compound,Bephenium Hydroxynaphthoate,3,0.5602,0.5037
gradient1,T2,K05,Compound,dl-alpha-methyl-p-tyrosine,12,0.64335,0.5037
gradient1,T2,K06,Compound,dl-alpha-methyl-p-tyrosine,15,1.2614999999999998,0.5037
gradient1,T2,K07,Compound,dl-alpha-methyl-p-tyrosine,4,0.5892,0.5037
gradient1,T2,K08,Compound,dl-alpha-methyl-p-tyrosine,12,0.5931500000000001,0.5037
gradient1,T2,K09,Compound,Bephenium Hydroxynaphthoate,8,0.60075,0.5037
gradient1,T2,K10,Compound,Coumaphos,2,0.58545,0.5037
gradient1,T2,K11,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.5336000000000001,0.5037
gradient1,T2,K12,Compound,Bephenium Hydroxynaphthoate,0.1,0.5884499999999999,0.5037
gradient1,T2,K13,Compound,dl-alpha-methyl-p-tyrosine,6,0.51455,0.5037
gradient1,T2,K14,Compound,Coumaphos,8,0.569,0.5037
gradient1,T2,K15,Compound,Coumaphos,0.5,0.55145,0.5037
gradient1,T2,K16,Compound,Bephenium Hydroxynaphthoate,12,0.36385,0.5037
gradient1,T2,K17,Compound,Bephenium Hydroxynaphthoate,15,1.77865,0.5037
gradient1,T2,K18,Compound,Coumaphos,0.1,0.50315,0.5037
gradient1,T2,K21,Compound,Coumaphos,3,1.8361,0.5037
gradient1,T2,K22,Compound,Bephenium Hydroxynaphthoate,4,0.349,0.5037
gradient1,T2,K23,Compound,dl-alpha-methyl-p-tyrosine,5,0.5161,0.5037
gradient1,T2,K24,Compound,Coumaphos,0.1,0.7437499999999999,0.5037
gradient1,T2,L01,Compound,Coumaphos,5,0.365,0.5037
gradient1,T2,L02,Compound,Bephenium Hydroxynaphthoate,1,0.4612,0.5037
gradient1,T2,L05,Compound,dl-alpha-methyl-p-tyrosine,2,0.3598,0.5037
gradient1,T2,L06,Compound,Coumaphos,0.5,0.5719,0.5037
gradient1,T2,L07,Compound,dl-alpha-methyl-p-tyrosine,10,0.54845,0.5037
gradient1,T2,L08,Compound,Bephenium Hydroxynaphthoate,4,0.5485,0.5037
gradient1,T2,L09,Compound,Coumaphos,6,0.53875,0.5037
gradient1,T2,L10,Compound,dl-alpha-methyl-p-tyrosine,15,0.5343,0.5037
gradient1,T2,L11,Compound,Coumaphos,4,0.4876,0.5037
gradient1,T2,L12,Compound,Coumaphos,12,0.5127999999999999,0.5037
gradient1,T2,L13,Compound,Coumaphos,3,0.5479,0.5037
gradient1,T2,L14,Compound,Bephenium Hydroxynaphthoate,12,0.5132,0.5037
gradient1,T2,L15,Compound,Coumaphos,12,1.78135,0.5037
gradient1,T2,L16,Compound,Bephenium Hydroxynaphthoate,3,0.5439,0.5037
gradient1,T2,L17,Compound,Coumaphos,8,0.5368999999999999,0.5037
gradient1,T2,L18,Compound,Coumaphos,0.5,1.0365,0.5037
gradient1,T2,L19,Compound,Coumaphos,1,0.5078,0.5037
gradient1,T2,L20,Compound,Bephenium Hydroxynaphthoate,6,0.4949,0.5037
gradient1,T2,L21,Compound,Coumaphos,10,0.71275,0.5037
gradient1,T2,L22,Compound,Bephenium Hydroxynaphthoate,5,0.49145,0.5037
gradient1,T2,L23,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.51,0.5037
gradient1,T2,L24,Compound,Coumaphos,5,0.4502,0.5037
gradient1,T2,M01,Compound,dl-alpha-methyl-p-tyrosine,3,0.4648,0.5037
gradient1,T2,M02,Compound,Coumaphos,1,0.4161,0.5037
gradient1,T2,M03,Compound,Bephenium Hydroxynaphthoate,12,0.4132,0.5037
gradient1,T2,M04,Compound,dl-alpha-methyl-p-tyrosine,5,0.64595,0.5037
gradient1,T2,M05,Compound,dl-alpha-methyl-p-tyrosine,6,0.5381,0.5037
gradient1,T2,M07,Compound,Bephenium Hydroxynaphthoate,12,0.4955000000000001,0.5037
gradient1,T2,M08,Compound,Bephenium Hydroxynaphthoate,8,0.5403,0.5037
gradient1,T2,M09,Compound,Coumaphos,3,0.52585,0.5037
gradient1,T2,M10,Compound,Bephenium Hydroxynaphthoate,5,0.5420499999999999,0.5037
gradient1,T2,M11,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.49315,0.5037
gradient1,T2,M12,Compound,Coumaphos,2,0.56045,0.5037
gradient1,T2,M14,Compound,Coumaphos,0.5,0.5976,0.5037
gradient1,T2,M15,Compound,dl-alpha-methyl-p-tyrosine,6,0.5137499999999999,0.5037
gradient1,T2,M16,Compound,dl-alpha-methyl-p-tyrosine,8,0.6107,0.5037
gradient1,T2,M18,Compound,dl-alpha-methyl-p-tyrosine,4,0.5004,0.5037
gradient1,T2,M19,Compound,dl-alpha-methyl-p-tyrosine,2,0.425,0.5037
gradient1,T2,M20,Compound,Bephenium Hydroxynaphthoate,2,0.4986,0.5037
gradient1,T2,M21,Compound,dl-alpha-methyl-p-tyrosine,12,0.5521,0.5037
gradient1,T2,M22,Compound,Bephenium Hydroxynaphthoate,4,0.46635,0.5037
gradient1,T2,M23,Compound,Coumaphos,15,0.47115,0.5037
gradient1,T2,M24,Compound,dl-alpha-methyl-p-tyrosine,12,0.4153,0.5037
gradient1,T2,N01,Compound,Coumaphos,6,0.47195,0.5037
gradient1,T2,N02,Compound,Bephenium Hydroxynaphthoate,2,0.43165,0.5037
gradient1,T2,N03,Compound,dl-alpha-methyl-p-tyrosine,1,0.44655,0.5037
gradient1,T2,N04,Compound,Coumaphos,15,0.4627,0.5037
gradient1,T2,N05,Compound,Bephenium Hydroxynaphthoate,15,0.5183,0.5037
gradient1,T2,N06,Compound,dl-alpha-methyl-p-tyrosine,3,0.53435,0.5037
gradient1,T2,N07,Compound,Coumaphos,12,0.5379,0.5037
gradient1,T2,N08,Compound,Bephenium Hydroxynaphthoate,3,0.5228,0.5037
gradient1,T2,N09,Compound,dl-alpha-methyl-p-tyrosine,15,0.54365,0.5037
gradient1,T2,N10,Compound,dl-alpha-methyl-p-tyrosine,10,0.4908,0.5037
gradient1,T2,N11,Compound,Bephenium Hydroxynaphthoate,6,0.4752,0.5037
gradient1,T2,N12,Compound,Coumaphos,8,0.46545,0.5037
gradient1,T2,N13,Compound,Bephenium Hydroxynaphthoate,15,0.59265,0.5037
gradient1,T2,N14,Compound,Coumaphos,3,0.52385,0.5037
gradient1,T2,N15,Compound,Coumaphos,5,0.5123,0.5037
gradient1,T2,N16,Compound,Bephenium Hydroxynaphthoate,3,0.508,0.5037
gradient1,T2,N17,Compound,dl-alpha-methyl-p-tyrosine,4,0.4995,0.5037
gradient1,T2,N18,Compound,Coumaphos,10,0.4704,0.5037
gradient1,T2,N19,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.4637,0.5037
gradient1,T2,N20,Compound,dl-alpha-methyl-p-tyrosine,8,0.4814,0.5037
gradient1,T2,N21,Compound,dl-alpha-methyl-p-tyrosine,5,0.7523,0.5037
gradient1,T2,N22,Compound,dl-alpha-methyl-p-tyrosine,1,0.46205,0.5037
