plate_ID,timepoint,well,Type,Compound,Concentration,OD,median
grad_6803,T2,N12,Compound,Gossypetin,0.1,0.3348,0.3822
grad_6803,T2,N15,Compound,Gossypetin,0.5,0.3971,0.3822
grad_6803,T2,N16,Compound,Gossypetin,5,0.4512,0.3822
grad_6803,T2,N17,Compound,Gossypetin,2,0.4365,0.3822
grad_6803,T2,N20,Compound,Gossypetin,4,0.5126,0.3822
grad_6803,T2,N22,Compound,Gossypetin,6,0.4761,0.3822
grad_6803,T2,P02,Compound,Gossypetin,6,0.4698,0.3822
grad_6803,T2,P03,Compound,Gossypetin,6,0.4776,0.3822
grad_6803,T2,P04,Compound,Gossypetin,4,0.4648,0.3822
grad_6803,T2,P06,Compound,Gossypetin,12,0.6251,0.3822
grad_6803,T2,P07,Compound,Gossypetin,20,0.4978,0.3822
grad_6803,T2,P09,Compound,Gossypetin,100,0.1364,0.3822
grad_6803,T2,P10,Compound,Gossypetin,10,0.4754,0.3822
grad_6803,T2,P12,Compound,Gossypetin,5,0.4381,0.3822
grad_6803,T2,P14,Compound,Gossypetin,10,0.5169,0.3822
grad_6803,T2,P17,Compound,Gossypetin,0.5,0.3822,0.3822
grad_6803,T2,P18,Compound,Gossypetin,3,0.4643,0.3822
grad_6803,T2,P22,Compound,Gossypetin,1,0.3698,0.3822
grad_6803,T0,A01,Control,Gossypetin,0,0.1269,0.1301
grad_6803,T0,A02,Control,Gossypetin,0,0.1284,0.1301
grad_6803,T0,A03,Control,Gossypetin,0,0.1327,0.1301
grad_6803,T0,A04,Control,Gossypetin,0,0.1303,0.1301
grad_6803,T0,A05,Control,Gossypetin,0,0.1295,0.1301
grad_6803,T0,A06,Control,Gossypetin,0,0.1351,0.1301
grad_6803,T0,A07,Control,Gossypetin,0,0.1266,0.1301
grad_6803,T0,A08,Control,Gossypetin,0,0.13,0.1301
grad_6803,T0,A09,Control,Gossypetin,0,0.137,0.1301
grad_6803,T0,A10,Control,Gossypetin,0,0.1422,0.1301
grad_6803,T0,A11,Control,Gossypetin,0,0.1371,0.1301
grad_6803,T0,A12,Control,Gossypetin,0,0.1356,0.1301
grad_6803,T0,A13,Control,Gossypetin,0,0.1361,0.1301
grad_6803,T0,A14,Control,Gossypetin,0,0.1303,0.1301
grad_6803,T0,A15,Control,Gossypetin,0,0.133,0.1301
grad_6803,T0,A16,Control,Gossypetin,0,0.1369,0.1301
grad_6803,T0,A17,Control,Gossypetin,0,0.1309,0.1301
grad_6803,T0,A18,Control,Gossypetin,0,0.1309,0.1301
grad_6803,T0,A19,Control,Gossypetin,0,0.1313,0.1301
grad_6803,T0,A20,Control,Gossypetin,0,0.1295,0.1301
grad_6803,T0,A21,Control,Gossypetin,0,0.1353,0.1301
grad_6803,T0,A22,Control,Gossypetin,0,0.1271,0.1301
grad_6803,T0,A23,Control,Gossypetin,0,0.1266,0.1301
grad_6803,T0,A24,Control,Gossypetin,0,0.1264,0.1301
grad_6803,T0,B01,Control,Gossypetin,0,0.133,0.1301
grad_6803,T0,B10,Control,Gossypetin,0,0.1301,0.1301
grad_6803,T0,B17,Control,Gossypetin,0,0.1293,0.1301
grad_6803,T0,B21,Control,Gossypetin,0,0.1318,0.1301
grad_6803,T0,B23,Control,Gossypetin,0,0.124,0.1301
grad_6803,T0,B24,Control,Gossypetin,0,0.1271,0.1301
grad_6803,T0,C01,Control,Gossypetin,0,0.1514,0.1301
grad_6803,T0,C05,Control,Gossypetin,0,0.1241,0.1301
grad_6803,T0,C08,Control,Gossypetin,0,0.1364,0.1301
grad_6803,T0,C21,Control,Gossypetin,0,0.1323,0.1301
grad_6803,T0,C24,Control,Gossypetin,0,0.1252,0.1301
grad_6803,T0,D01,Control,Gossypetin,0,0.1281,0.1301
grad_6803,T0,D03,Control,Gossypetin,0,0.1295,0.1301
grad_6803,T0,D11,Control,Gossypetin,0,0.128,0.1301
grad_6803,T0,D24,Control,Gossypetin,0,0.1305,0.1301
grad_6803,T0,E01,Control,Gossypetin,0,0.1367,0.1301
grad_6803,T0,E04,Control,Gossypetin,0,0.1313,0.1301
grad_6803,T0,E13,Control,Gossypetin,0,0.1297,0.1301
grad_6803,T0,E24,Control,Gossypetin,0,0.1231,0.1301
grad_6803,T0,F01,Control,Gossypetin,0,0.131,0.1301
grad_6803,T0,F08,Control,Gossypetin,0,0.1304,0.1301
grad_6803,T0,F11,Control,Gossypetin,0,0.1314,0.1301
grad_6803,T0,F12,Control,Gossypetin,0,0.1322,0.1301
grad_6803,T0,F20,Control,Gossypetin,0,0.1272,0.1301
grad_6803,T0,F21,Control,Gossypetin,0,0.1283,0.1301
grad_6803,T0,F24,Control,Gossypetin,0,0.1305,0.1301
grad_6803,T0,G01,Control,Gossypetin,0,0.1379,0.1301
grad_6803,T0,G11,Control,Gossypetin,0,0.1332,0.1301
grad_6803,T0,G13,Control,Gossypetin,0,0.1312,0.1301
grad_6803,T0,G17,Control,Gossypetin,0,0.1305,0.1301
grad_6803,T0,G19,Control,Gossypetin,0,0.1315,0.1301
grad_6803,T0,G24,Control,Gossypetin,0,0.1427,0.1301
grad_6803,T0,H01,Control,Gossypetin,0,0.1337,0.1301
grad_6803,T0,H12,Control,Gossypetin,0,0.1337,0.1301
grad_6803,T0,H24,Control,Gossypetin,0,0.1385,0.1301
grad_6803,T0,I01,Control,Gossypetin,0,0.1279,0.1301
grad_6803,T0,I14,Control,Gossypetin,0,0.1307,0.1301
grad_6803,T0,I24,Control,Gossypetin,0,0.1266,0.1301
grad_6803,T0,J01,Control,Gossypetin,0,0.1244,0.1301
grad_6803,T0,J09,Control,Gossypetin,0,0.1301,0.1301
grad_6803,T0,J17,Control,Gossypetin,0,0.1327,0.1301
grad_6803,T0,J18,Control,Gossypetin,0,0.1269,0.1301
grad_6803,T0,J20,Control,Gossypetin,0,0.1321,0.1301
grad_6803,T0,J22,Control,Gossypetin,0,0.1332,0.1301
grad_6803,T0,J24,Control,Gossypetin,0,0.1405,0.1301
grad_6803,T0,K01,Control,Gossypetin,0,0.1232,0.1301
grad_6803,T0,K13,Control,Gossypetin,0,0.131,0.1301
grad_6803,T0,K15,Control,Gossypetin,0,0.1272,0.1301
grad_6803,T0,K20,Control,Gossypetin,0,0.131,0.1301
grad_6803,T0,K24,Control,Gossypetin,0,0.1323,0.1301
grad_6803,T0,L01,Control,Gossypetin,0,0.125,0.1301
grad_6803,T0,L08,Control,Gossypetin,0,0.1283,0.1301
grad_6803,T0,L14,Control,Gossypetin,0,0.1277,0.1301
grad_6803,T0,L20,Control,Gossypetin,0,0.134,0.1301
grad_6803,T0,L21,Control,Gossypetin,0,0.1325,0.1301
grad_6803,T0,L24,Control,Gossypetin,0,0.1279,0.1301
grad_6803,T0,M01,Control,Gossypetin,0,0.1289,0.1301
grad_6803,T0,M09,Control,Gossypetin,0,0.136,0.1301
grad_6803,T0,M11,Control,Gossypetin,0,0.1272,0.1301
grad_6803,T0,M22,Control,Gossypetin,0,0.1322,0.1301
grad_6803,T0,M24,Control,Gossypetin,0,0.1389,0.1301
grad_6803,T0,N01,Control,Gossypetin,0,0.1254,0.1301
grad_6803,T0,N05,Control,Gossypetin,0,0.1248,0.1301
grad_6803,T0,N14,Control,Gossypetin,0,0.13,0.1301
grad_6803,T0,N21,Control,Gossypetin,0,0.1247,0.1301
grad_6803,T0,N23,Control,Gossypetin,0,0.1261,0.1301
grad_6803,T0,N24,Control,Gossypetin,0,0.1289,0.1301
grad_6803,T0,O01,Control,Gossypetin,0,0.1251,0.1301
grad_6803,T0,O02,Control,Gossypetin,0,0.1223,0.1301
grad_6803,T0,O03,Control,Gossypetin,0,0.1244,0.1301
grad_6803,T0,O04,Control,Gossypetin,0,0.1285,0.1301
grad_6803,T0,O05,Control,Gossypetin,0,0.1243,0.1301
grad_6803,T0,O06,Control,Gossypetin,0,0.1272,0.1301
grad_6803,T0,O07,Control,Gossypetin,0,0.1241,0.1301
grad_6803,T0,O08,Control,Gossypetin,0,0.1271,0.1301
grad_6803,T0,O09,Control,Gossypetin,0,0.1391,0.1301
grad_6803,T0,O10,Control,Gossypetin,0,0.1266,0.1301
grad_6803,T0,O11,Control,Gossypetin,0,0.128,0.1301
grad_6803,T0,O12,Control,Gossypetin,0,0.1306,0.1301
grad_6803,T0,O13,Control,Gossypetin,0,0.1257,0.1301
grad_6803,T0,O14,Control,Gossypetin,0,0.1301,0.1301
grad_6803,T0,O15,Control,Gossypetin,0,0.1285,0.1301
grad_6803,T0,O16,Control,Gossypetin,0,0.1297,0.1301
grad_6803,T0,O17,Control,Gossypetin,0,0.1346,0.1301
grad_6803,T0,O18,Control,Gossypetin,0,0.1325,0.1301
grad_6803,T0,O19,Control,Gossypetin,0,0.1275,0.1301
grad_6803,T0,O20,Control,Gossypetin,0,0.1322,0.1301
grad_6803,T0,O21,Control,Gossypetin,0,0.1293,0.1301
grad_6803,T0,O22,Control,Gossypetin,0,0.129,0.1301
grad_6803,T0,O23,Control,Gossypetin,0,0.1305,0.1301
grad_6803,T0,O24,Control,Gossypetin,0,0.133,0.1301
grad_6803,T0,P01,Control,Gossypetin,0,0.1227,0.1301
grad_6803,T0,P13,Control,Gossypetin,0,0.1297,0.1301
grad_6803,T0,P15,Control,Gossypetin,0,0.1266,0.1301
grad_6803,T0,P23,Control,Gossypetin,0,0.1365,0.1301
grad_6803,T0,P24,Control,Gossypetin,0,0.1288,0.1301
grad_6803,T2,A01,Control,Gossypetin,0,0.36,0.3822
grad_6803,T2,A02,Control,Gossypetin,0,0.45,0.3822
grad_6803,T2,A03,Control,Gossypetin,0,0.41,0.3822
grad_6803,T2,A04,Control,Gossypetin,0,0.462,0.3822
grad_6803,T2,A05,Control,Gossypetin,0,0.4064,0.3822
grad_6803,T2,A06,Control,Gossypetin,0,0.3733,0.3822
grad_6803,T2,A07,Control,Gossypetin,0,0.4011,0.3822
grad_6803,T2,A08,Control,Gossypetin,0,0.4339,0.3822
grad_6803,T2,A09,Control,Gossypetin,0,0.5443,0.3822
grad_6803,T2,A10,Control,Gossypetin,0,0.4026,0.3822
grad_6803,T2,A11,Control,Gossypetin,0,0.4076,0.3822
grad_6803,T2,A12,Control,Gossypetin,0,0.4468,0.3822
grad_6803,T2,A13,Control,Gossypetin,0,0.7571,0.3822
grad_6803,T2,A14,Control,Gossypetin,0,0.7376,0.3822
grad_6803,T2,A15,Control,Gossypetin,0,0.4185,0.3822
grad_6803,T2,A16,Control,Gossypetin,0,0.448,0.3822
grad_6803,T2,A17,Control,Gossypetin,0,0.4132,0.3822
grad_6803,T2,A18,Control,Gossypetin,0,0.4078,0.3822
grad_6803,T2,A19,Control,Gossypetin,0,0.5574,0.3822
grad_6803,T2,A20,Control,Gossypetin,0,0.4254,0.3822
grad_6803,T2,A21,Control,Gossypetin,0,0.4315,0.3822
grad_6803,T2,A22,Control,Gossypetin,0,0.4061,0.3822
grad_6803,T2,A23,Control,Gossypetin,0,0.4192,0.3822
grad_6803,T2,A24,Control,Gossypetin,0,0.3778,0.3822
grad_6803,T2,B01,Control,Gossypetin,0,0.3163,0.3822
grad_6803,T2,B10,Control,Gossypetin,0,0.4154,0.3822
grad_6803,T2,B17,Control,Gossypetin,0,0.3951,0.3822
grad_6803,T2,B21,Control,Gossypetin,0,0.4002,0.3822
grad_6803,T2,B23,Control,Gossypetin,0,0.3962,0.3822
grad_6803,T2,B24,Control,Gossypetin,0,0.3406,0.3822
grad_6803,T2,C01,Control,Gossypetin,0,0.322,0.3822
grad_6803,T2,C05,Control,Gossypetin,0,0.5398,0.3822
grad_6803,T2,C08,Control,Gossypetin,0,0.4267,0.3822
grad_6803,T2,C21,Control,Gossypetin,0,0.4096,0.3822
grad_6803,T2,C24,Control,Gossypetin,0,0.3762,0.3822
grad_6803,T2,D01,Control,Gossypetin,0,0.3213,0.3822
grad_6803,T2,D03,Control,Gossypetin,0,0.38,0.3822
grad_6803,T2,D11,Control,Gossypetin,0,0.4148,0.3822
grad_6803,T2,D24,Control,Gossypetin,0,0.8229,0.3822
grad_6803,T2,E01,Control,Gossypetin,0,0.3348,0.3822
grad_6803,T2,E04,Control,Gossypetin,0,0.3848,0.3822
grad_6803,T2,E13,Control,Gossypetin,0,0.3924,0.3822
grad_6803,T2,E24,Control,Gossypetin,0,0.3556,0.3822
grad_6803,T2,F01,Control,Gossypetin,0,0.2879,0.3822
grad_6803,T2,F08,Control,Gossypetin,0,0.4837,0.3822
grad_6803,T2,F11,Control,Gossypetin,0,0.3949,0.3822
grad_6803,T2,F12,Control,Gossypetin,0,0.3781,0.3822
grad_6803,T2,F20,Control,Gossypetin,0,0.3923,0.3822
grad_6803,T2,F21,Control,Gossypetin,0,0.3915,0.3822
