measurement_ID,row,column,value,well,wavelength,gossypetin,condition,solution
344 nm,C,10,0.476722,C10,344,50,UTEX 2973,BG11
344 nm,D,10,0.482879,D10,344,50,UTEX 2973,BG11
344 nm,E,10,0.374809,E10,344,50,BG11,BG11
344 nm,F,10,0.368283,F10,344,50,BG11,BG11
344 nm,G,10,0.37515,G10,344,50,BG11,BG11
345 nm,B,10,0.48822,B10,345,50,UTEX 2973,BG11
345 nm,C,10,0.4746,C10,345,50,UTEX 2973,BG11
345 nm,D,10,0.480574,D10,345,50,UTEX 2973,BG11
345 nm,E,10,0.370936,E10,345,50,BG11,BG11
345 nm,F,10,0.364591,F10,345,50,BG11,BG11
345 nm,G,10,0.371322,G10,345,50,BG11,BG11
346 nm,B,10,0.486428,B10,346,50,UTEX 2973,BG11
346 nm,C,10,0.472921,C10,346,50,UTEX 2973,BG11
346 nm,D,10,0.479111,D10,346,50,UTEX 2973,BG11
346 nm,E,10,0.367886,E10,346,50,BG11,BG11
346 nm,F,10,0.361767,F10,346,50,BG11,BG11
346 nm,G,10,0.368504,G10,346,50,BG11,BG11
347 nm,B,10,0.485236,B10,347,50,UTEX 2973,BG11
347 nm,C,10,0.471747,C10,347,50,UTEX 2973,BG11
347 nm,D,10,0.477762,D10,347,50,UTEX 2973,BG11
347 nm,E,10,0.365278,E10,347,50,BG11,BG11
347 nm,F,10,0.359366,F10,347,50,BG11,BG11
347 nm,G,10,0.365949,G10,347,50,BG11,BG11
348 nm,B,10,0.483932,B10,348,50,UTEX 2973,BG11
348 nm,C,10,0.47064,C10,348,50,UTEX 2973,BG11
348 nm,D,10,0.476621,D10,348,50,UTEX 2973,BG11
348 nm,E,10,0.362673,E10,348,50,BG11,BG11
348 nm,F,10,0.356992,F10,348,50,BG11,BG11
348 nm,G,10,0.36357,G10,348,50,BG11,BG11
349 nm,B,10,0.482734,B10,349,50,UTEX 2973,BG11
349 nm,C,10,0.4695,C10,349,50,UTEX 2973,BG11
349 nm,D,10,0.475605,D10,349,50,UTEX 2973,BG11
349 nm,E,10,0.360318,E10,349,50,BG11,BG11
349 nm,F,10,0.354816,F10,349,50,BG11,BG11
349 nm,G,10,0.361345,G10,349,50,BG11,BG11
350 nm,B,10,0.481658,B10,350,50,UTEX 2973,BG11
350 nm,C,10,0.468652,C10,350,50,UTEX 2973,BG11
350 nm,D,10,0.474649,D10,350,50,UTEX 2973,BG11
350 nm,E,10,0.357838,E10,350,50,BG11,BG11
350 nm,F,10,0.352568,F10,350,50,BG11,BG11
350 nm,G,10,0.358985,G10,350,50,BG11,BG11
351 nm,B,10,0.48081,B10,351,50,UTEX 2973,BG11
351 nm,C,10,0.467786,C10,351,50,UTEX 2973,BG11
351 nm,D,10,0.47383,D10,351,50,UTEX 2973,BG11
351 nm,E,10,0.355558,E10,351,50,BG11,BG11
351 nm,F,10,0.350498,F10,351,50,BG11,BG11
351 nm,G,10,0.356981,G10,351,50,BG11,BG11
352 nm,B,10,0.479522,B10,352,50,UTEX 2973,BG11
352 nm,C,10,0.466699,C10,352,50,UTEX 2973,BG11
352 nm,D,10,0.472698,D10,352,50,UTEX 2973,BG11
352 nm,E,10,0.352575,E10,352,50,BG11,BG11
352 nm,F,10,0.34776,F10,352,50,BG11,BG11
352 nm,G,10,0.353919,G10,352,50,BG11,BG11
353 nm,B,10,0.47878,B10,353,50,UTEX 2973,BG11
353 nm,C,10,0.465989,C10,353,50,UTEX 2973,BG11
353 nm,D,10,0.471839,D10,353,50,UTEX 2973,BG11
353 nm,E,10,0.350203,E10,353,50,BG11,BG11
353 nm,F,10,0.345651,F10,353,50,BG11,BG11
353 nm,G,10,0.351855,G10,353,50,BG11,BG11
354 nm,B,10,0.477697,B10,354,50,UTEX 2973,BG11
354 nm,C,10,0.465179,C10,354,50,UTEX 2973,BG11
354 nm,D,10,0.471016,D10,354,50,UTEX 2973,BG11
354 nm,E,10,0.347636,E10,354,50,BG11,BG11
354 nm,F,10,0.343335,F10,354,50,BG11,BG11
354 nm,G,10,0.349343,G10,354,50,BG11,BG11
355 nm,B,10,0.476938,B10,355,50,UTEX 2973,BG11
355 nm,C,10,0.464421,C10,355,50,UTEX 2973,BG11
355 nm,D,10,0.470178,D10,355,50,UTEX 2973,BG11
355 nm,E,10,0.345268,E10,355,50,BG11,BG11
355 nm,F,10,0.3414,F10,355,50,BG11,BG11
355 nm,G,10,0.347183,G10,355,50,BG11,BG11
356 nm,B,10,0.47588,B10,356,50,UTEX 2973,BG11
356 nm,C,10,0.463488,C10,356,50,UTEX 2973,BG11
356 nm,D,10,0.469215,D10,356,50,UTEX 2973,BG11
356 nm,E,10,0.342727,E10,356,50,BG11,BG11
356 nm,F,10,0.339164,F10,356,50,BG11,BG11
356 nm,G,10,0.344881,G10,356,50,BG11,BG11
357 nm,B,10,0.474829,B10,357,50,UTEX 2973,BG11
357 nm,C,10,0.462674,C10,357,50,UTEX 2973,BG11
357 nm,D,10,0.468357,D10,357,50,UTEX 2973,BG11
357 nm,E,10,0.340485,E10,357,50,BG11,BG11
357 nm,F,10,0.337108,F10,357,50,BG11,BG11
357 nm,G,10,0.342871,G10,357,50,BG11,BG11
358 nm,B,10,0.473897,B10,358,50,UTEX 2973,BG11
358 nm,C,10,0.46179,C10,358,50,UTEX 2973,BG11
358 nm,D,10,0.467278,D10,358,50,UTEX 2973,BG11
358 nm,E,10,0.338178,E10,358,50,BG11,BG11
358 nm,F,10,0.33504,F10,358,50,BG11,BG11
358 nm,G,10,0.340672,G10,358,50,BG11,BG11
359 nm,B,10,0.472472,B10,359,50,UTEX 2973,BG11
359 nm,C,10,0.460605,C10,359,50,UTEX 2973,BG11
359 nm,D,10,0.466194,D10,359,50,UTEX 2973,BG11
359 nm,E,10,0.335641,E10,359,50,BG11,BG11
359 nm,F,10,0.33257,F10,359,50,BG11,BG11
359 nm,G,10,0.338037,G10,359,50,BG11,BG11
360 nm,B,10,0.471363,B10,360,50,UTEX 2973,BG11
360 nm,C,10,0.459593,C10,360,50,UTEX 2973,BG11
360 nm,D,10,0.465157,D10,360,50,UTEX 2973,BG11
360 nm,E,10,0.333383,E10,360,50,BG11,BG11
360 nm,F,10,0.330658,F10,360,50,BG11,BG11
360 nm,G,10,0.335988,G10,360,50,BG11,BG11
361 nm,B,10,0.470064,B10,361,50,UTEX 2973,BG11
361 nm,C,10,0.458405,C10,361,50,UTEX 2973,BG11
361 nm,D,10,0.463803,D10,361,50,UTEX 2973,BG11
361 nm,E,10,0.330843,E10,361,50,BG11,BG11
361 nm,F,10,0.328411,F10,361,50,BG11,BG11
361 nm,G,10,0.333664,G10,361,50,BG11,BG11
362 nm,B,10,0.468718,B10,362,50,UTEX 2973,BG11
362 nm,C,10,0.457192,C10,362,50,UTEX 2973,BG11
362 nm,D,10,0.462724,D10,362,50,UTEX 2973,BG11
362 nm,E,10,0.328582,E10,362,50,BG11,BG11
362 nm,F,10,0.326413,F10,362,50,BG11,BG11
362 nm,G,10,0.331765,G10,362,50,BG11,BG11
363 nm,B,10,0.467345,B10,363,50,UTEX 2973,BG11
363 nm,C,10,0.455987,C10,363,50,UTEX 2973,BG11
363 nm,D,10,0.461338,D10,363,50,UTEX 2973,BG11
363 nm,E,10,0.32651,E10,363,50,BG11,BG11
363 nm,F,10,0.324431,F10,363,50,BG11,BG11
363 nm,G,10,0.32981,G10,363,50,BG11,BG11
364 nm,B,10,0.465951,B10,364,50,UTEX 2973,BG11
364 nm,C,10,0.454672,C10,364,50,UTEX 2973,BG11
364 nm,D,10,0.460043,D10,364,50,UTEX 2973,BG11
364 nm,E,10,0.324457,E10,364,50,BG11,BG11
364 nm,F,10,0.322672,F10,364,50,BG11,BG11
364 nm,G,10,0.327851,G10,364,50,BG11,BG11
365 nm,B,10,0.46446,B10,365,50,UTEX 2973,BG11
365 nm,C,10,0.453323,C10,365,50,UTEX 2973,BG11
365 nm,D,10,0.458592,D10,365,50,UTEX 2973,BG11
365 nm,E,10,0.322277,E10,365,50,BG11,BG11
365 nm,F,10,0.320649,F10,365,50,BG11,BG11
365 nm,G,10,0.325693,G10,365,50,BG11,BG11
366 nm,B,10,0.463119,B10,366,50,UTEX 2973,BG11
366 nm,C,10,0.452167,C10,366,50,UTEX 2973,BG11
366 nm,D,10,0.457232,D10,366,50,UTEX 2973,BG11
366 nm,E,10,0.320302,E10,366,50,BG11,BG11
366 nm,F,10,0.318933,F10,366,50,BG11,BG11
366 nm,G,10,0.324093,G10,366,50,BG11,BG11
367 nm,B,10,0.461366,B10,367,50,UTEX 2973,BG11
367 nm,C,10,0.450642,C10,367,50,UTEX 2973,BG11
367 nm,D,10,0.455667,D10,367,50,UTEX 2973,BG11
367 nm,E,10,0.318344,E10,367,50,BG11,BG11
367 nm,F,10,0.317205,F10,367,50,BG11,BG11
367 nm,G,10,0.322264,G10,367,50,BG11,BG11
368 nm,B,10,0.459897,B10,368,50,UTEX 2973,BG11
368 nm,C,10,0.449221,C10,368,50,UTEX 2973,BG11
368 nm,D,10,0.454068,D10,368,50,UTEX 2973,BG11
368 nm,E,10,0.316354,E10,368,50,BG11,BG11
368 nm,F,10,0.3155,F10,368,50,BG11,BG11
368 nm,G,10,0.320489,G10,368,50,BG11,BG11
369 nm,B,10,0.457953,B10,369,50,UTEX 2973,BG11
369 nm,C,10,0.447388,C10,369,50,UTEX 2973,BG11
369 nm,D,10,0.452299,D10,369,50,UTEX 2973,BG11
369 nm,E,10,0.314194,E10,369,50,BG11,BG11
369 nm,F,10,0.313629,F10,369,50,BG11,BG11
369 nm,G,10,0.31845,G10,369,50,BG11,BG11
370 nm,B,10,0.456114,B10,370,50,UTEX 2973,BG11
370 nm,C,10,0.445641,C10,370,50,UTEX 2973,BG11
370 nm,D,10,0.450444,D10,370,50,UTEX 2973,BG11
370 nm,E,10,0.312086,E10,370,50,BG11,BG11
370 nm,F,10,0.311813,F10,370,50,BG11,BG11
370 nm,G,10,0.31654,G10,370,50,BG11,BG11
371 nm,B,10,0.453505,B10,371,50,UTEX 2973,BG11
371 nm,C,10,0.443151,C10,371,50,UTEX 2973,BG11
371 nm,D,10,0.44781,D10,371,50,UTEX 2973,BG11
371 nm,E,10,0.309495,E10,371,50,BG11,BG11
371 nm,F,10,0.30957,F10,371,50,BG11,BG11
371 nm,G,10,0.314489,G10,371,50,BG11,BG11
372 nm,B,10,0.451464,B10,372,50,UTEX 2973,BG11
372 nm,C,10,0.441148,C10,372,50,UTEX 2973,BG11
372 nm,D,10,0.445728,D10,372,50,UTEX 2973,BG11
372 nm,E,10,0.307444,E10,372,50,BG11,BG11
372 nm,F,10,0.307805,F10,372,50,BG11,BG11
372 nm,G,10,0.31275,G10,372,50,BG11,BG11
373 nm,B,10,0.448546,B10,373,50,UTEX 2973,BG11
373 nm,C,10,0.438187,C10,373,50,UTEX 2973,BG11
373 nm,D,10,0.44276,D10,373,50,UTEX 2973,BG11
373 nm,E,10,0.305001,E10,373,50,BG11,BG11
373 nm,F,10,0.305679,F10,373,50,BG11,BG11
373 nm,G,10,0.310551,G10,373,50,BG11,BG11
374 nm,B,10,0.445999,B10,374,50,UTEX 2973,BG11
374 nm,C,10,0.435818,C10,374,50,UTEX 2973,BG11
374 nm,D,10,0.44034,D10,374,50,UTEX 2973,BG11
374 nm,E,10,0.303215,E10,374,50,BG11,BG11
374 nm,F,10,0.304059,F10,374,50,BG11,BG11
374 nm,G,10,0.308766,G10,374,50,BG11,BG11
375 nm,B,10,0.443094,B10,375,50,UTEX 2973,BG11
375 nm,C,10,0.433036,C10,375,50,UTEX 2973,BG11
375 nm,D,10,0.437387,D10,375,50,UTEX 2973,BG11
375 nm,E,10,0.301161,E10,375,50,BG11,BG11
375 nm,F,10,0.302266,F10,375,50,BG11,BG11
375 nm,G,10,0.306867,G10,375,50,BG11,BG11
376 nm,B,10,0.440064,B10,376,50,UTEX 2973,BG11
376 nm,C,10,0.429992,C10,376,50,UTEX 2973,BG11
376 nm,D,10,0.434395,D10,376,50,UTEX 2973,BG11
376 nm,E,10,0.299202,E10,376,50,BG11,BG11
376 nm,F,10,0.30047,F10,376,50,BG11,BG11
376 nm,G,10,0.304989,G10,376,50,BG11,BG11
377 nm,B,10,0.436406,B10,377,50,UTEX 2973,BG11
377 nm,C,10,0.426456,C10,377,50,UTEX 2973,BG11
377 nm,D,10,0.430718,D10,377,50,UTEX 2973,BG11
377 nm,E,10,0.297025,E10,377,50,BG11,BG11
377 nm,F,10,0.298335,F10,377,50,BG11,BG11
377 nm,G,10,0.302974,G10,377,50,BG11,BG11
378 nm,B,10,0.432431,B10,378,50,UTEX 2973,BG11
378 nm,C,10,0.422544,C10,378,50,UTEX 2973,BG11
378 nm,D,10,0.426603,D10,378,50,UTEX 2973,BG11
378 nm,E,10,0.294552,E10,378,50,BG11,BG11
378 nm,F,10,0.296176,F10,378,50,BG11,BG11
378 nm,G,10,0.300954,G10,378,50,BG11,BG11
379 nm,B,10,0.427875,B10,379,50,UTEX 2973,BG11
379 nm,C,10,0.418155,C10,379,50,UTEX 2973,BG11
379 nm,D,10,0.422263,D10,379,50,UTEX 2973,BG11
379 nm,E,10,0.292326,E10,379,50,BG11,BG11
379 nm,F,10,0.294189,F10,379,50,BG11,BG11
379 nm,G,10,0.298794,G10,379,50,BG11,BG11
380 nm,B,10,0.424063,B10,380,50,UTEX 2973,BG11
380 nm,C,10,0.414304,C10,380,50,UTEX 2973,BG11
380 nm,D,10,0.418474,D10,380,50,UTEX 2973,BG11
380 nm,E,10,0.290534,E10,380,50,BG11,BG11
380 nm,F,10,0.292437,F10,380,50,BG11,BG11
380 nm,G,10,0.29709,G10,380,50,BG11,BG11
381 nm,B,10,0.419578,B10,381,50,UTEX 2973,BG11
381 nm,C,10,0.409949,C10,381,50,UTEX 2973,BG11
381 nm,D,10,0.414053,D10,381,50,UTEX 2973,BG11
381 nm,E,10,0.28848,E10,381,50,BG11,BG11
381 nm,F,10,0.290334,F10,381,50,BG11,BG11
381 nm,G,10,0.295084,G10,381,50,BG11,BG11
382 nm,B,10,0.415171,B10,382,50,UTEX 2973,BG11
382 nm,C,10,0.405798,C10,382,50,UTEX 2973,BG11
382 nm,D,10,0.409745,D10,382,50,UTEX 2973,BG11
382 nm,E,10,0.286558,E10,382,50,BG11,BG11
382 nm,F,10,0.288501,F10,382,50,BG11,BG11
382 nm,G,10,0.293317,G10,382,50,BG11,BG11
383 nm,B,10,0.410348,B10,383,50,UTEX 2973,BG11
383 nm,C,10,0.400957,C10,383,50,UTEX 2973,BG11
383 nm,D,10,0.404792,D10,383,50,UTEX 2973,BG11
383 nm,E,10,0.284644,E10,383,50,BG11,BG11
383 nm,F,10,0.286678,F10,383,50,BG11,BG11
383 nm,G,10,0.291357,G10,383,50,BG11,BG11
384 nm,B,10,0.403615,B10,384,50,UTEX 2973,BG11
384 nm,C,10,0.394401,C10,384,50,UTEX 2973,BG11
384 nm,D,10,0.398208,D10,384,50,UTEX 2973,BG11
384 nm,E,10,0.281928,E10,384,50,BG11,BG11
384 nm,F,10,0.284179,F10,384,50,BG11,BG11
384 nm,G,10,0.288935,G10,384,50,BG11,BG11
385 nm,B,10,0.397889,B10,385,50,UTEX 2973,BG11
385 nm,C,10,0.388712,C10,385,50,UTEX 2973,BG11
385 nm,D,10,0.392537,D10,385,50,UTEX 2973,BG11
385 nm,E,10,0.279783,E10,385,50,BG11,BG11
385 nm,F,10,0.282109,F10,385,50,BG11,BG11
385 nm,G,10,0.286804,G10,385,50,BG11,BG11
386 nm,B,10,0.392091,B10,386,50,UTEX 2973,BG11
386 nm,C,10,0.383152,C10,386,50,UTEX 2973,BG11
386 nm,D,10,0.386759,D10,386,50,UTEX 2973,BG11
386 nm,E,10,0.277787,E10,386,50,BG11,BG11
386 nm,F,10,0.280022,F10,386,50,BG11,BG11
386 nm,G,10,0.284853,G10,386,50,BG11,BG11
387 nm,B,10,0.386403,B10,387,50,UTEX 2973,BG11
387 nm,C,10,0.37751,C10,387,50,UTEX 2973,BG11
387 nm,D,10,0.381116,D10,387,50,UTEX 2973,BG11
387 nm,E,10,0.27599,E10,387,50,BG11,BG11
387 nm,F,10,0.278152,F10,387,50,BG11,BG11
387 nm,G,10,0.283034,G10,387,50,BG11,BG11
388 nm,B,10,0.380763,B10,388,50,UTEX 2973,BG11
388 nm,C,10,0.371985,C10,388,50,UTEX 2973,BG11
388 nm,D,10,0.375483,D10,388,50,UTEX 2973,BG11
388 nm,E,10,0.274106,E10,388,50,BG11,BG11
388 nm,F,10,0.276567,F10,388,50,BG11,BG11
388 nm,G,10,0.281304,G10,388,50,BG11,BG11
389 nm,B,10,0.374286,B10,389,50,UTEX 2973,BG11
389 nm,C,10,0.365725,C10,389,50,UTEX 2973,BG11
389 nm,D,10,0.369022,D10,389,50,UTEX 2973,BG11
389 nm,E,10,0.271976,E10,389,50,BG11,BG11
389 nm,F,10,0.274376,F10,389,50,BG11,BG11
389 nm,G,10,0.279141,G10,389,50,BG11,BG11
390 nm,B,10,0.368524,B10,390,50,UTEX 2973,BG11
390 nm,C,10,0.360119,C10,390,50,UTEX 2973,BG11
390 nm,D,10,0.363426,D10,390,50,UTEX 2973,BG11
390 nm,E,10,0.270344,E10,390,50,BG11,BG11
390 nm,F,10,0.272712,F10,390,50,BG11,BG11
390 nm,G,10,0.277624,G10,390,50,BG11,BG11
391 nm,B,10,0.362043,B10,391,50,UTEX 2973,BG11
391 nm,C,10,0.353743,C10,391,50,UTEX 2973,BG11
391 nm,D,10,0.356969,D10,391,50,UTEX 2973,BG11
391 nm,E,10,0.26886,E10,391,50,BG11,BG11
391 nm,F,10,0.271241,F10,391,50,BG11,BG11
391 nm,G,10,0.276046,G10,391,50,BG11,BG11
392 nm,B,10,0.355965,B10,392,50,UTEX 2973,BG11
392 nm,C,10,0.347861,C10,392,50,UTEX 2973,BG11
392 nm,D,10,0.351025,D10,392,50,UTEX 2973,BG11
392 nm,E,10,0.267233,E10,392,50,BG11,BG11
392 nm,F,10,0.269494,F10,392,50,BG11,BG11
392 nm,G,10,0.274318,G10,392,50,BG11,BG11
393 nm,B,10,0.350181,B10,393,50,UTEX 2973,BG11
393 nm,C,10,0.341961,C10,393,50,UTEX 2973,BG11
393 nm,D,10,0.34504,D10,393,50,UTEX 2973,BG11
393 nm,E,10,0.26541,E10,393,50,BG11,BG11
393 nm,F,10,0.26782,F10,393,50,BG11,BG11
393 nm,G,10,0.272679,G10,393,50,BG11,BG11
394 nm,B,10,0.344521,B10,394,50,UTEX 2973,BG11
394 nm,C,10,0.336396,C10,394,50,UTEX 2973,BG11
394 nm,D,10,0.339546,D10,394,50,UTEX 2973,BG11
394 nm,E,10,0.264051,E10,394,50,BG11,BG11
394 nm,F,10,0.266394,F10,394,50,BG11,BG11
394 nm,G,10,0.271241,G10,394,50,BG11,BG11
395 nm,B,10,0.338027,B10,395,50,UTEX 2973,BG11
395 nm,C,10,0.330233,C10,395,50,UTEX 2973,BG11
395 nm,D,10,0.333086,D10,395,50,UTEX 2973,BG11
395 nm,E,10,0.261907,E10,395,50,BG11,BG11
395 nm,F,10,0.264207,F10,395,50,BG11,BG11
395 nm,G,10,0.269158,G10,395,50,BG11,BG11
396 nm,B,10,0.332774,B10,396,50,UTEX 2973,BG11
396 nm,C,10,0.324987,C10,396,50,UTEX 2973,BG11
396 nm,D,10,0.327909,D10,396,50,UTEX 2973,BG11
396 nm,E,10,0.260506,E10,396,50,BG11,BG11
396 nm,F,10,0.262704,F10,396,50,BG11,BG11
396 nm,G,10,0.26761,G10,396,50,BG11,BG11
397 nm,B,10,0.327552,B10,397,50,UTEX 2973,BG11
397 nm,C,10,0.319967,C10,397,50,UTEX 2973,BG11
397 nm,D,10,0.322743,D10,397,50,UTEX 2973,BG11
397 nm,E,10,0.259214,E10,397,50,BG11,BG11
397 nm,F,10,0.261629,F10,397,50,BG11,BG11
397 nm,G,10,0.266604,G10,397,50,BG11,BG11
398 nm,B,10,0.322354,B10,398,50,UTEX 2973,BG11
398 nm,C,10,0.314974,C10,398,50,UTEX 2973,BG11
398 nm,D,10,0.317814,D10,398,50,UTEX 2973,BG11
398 nm,E,10,0.257872,E10,398,50,BG11,BG11
398 nm,F,10,0.260121,F10,398,50,BG11,BG11
398 nm,G,10,0.265185,G10,398,50,BG11,BG11
399 nm,B,10,0.317418,B10,399,50,UTEX 2973,BG11
399 nm,C,10,0.31005,C10,399,50,UTEX 2973,BG11
399 nm,D,10,0.312745,D10,399,50,UTEX 2973,BG11
399 nm,E,10,0.256254,E10,399,50,BG11,BG11
399 nm,F,10,0.25854,F10,399,50,BG11,BG11
399 nm,G,10,0.2635,G10,399,50,BG11,BG11
400 nm,B,10,0.31149,B10,400,50,UTEX 2973,BG11
400 nm,C,10,0.304199,C10,400,50,UTEX 2973,BG11
400 nm,D,10,0.306846,D10,400,50,UTEX 2973,BG11
400 nm,E,10,0.253999,E10,400,50,BG11,BG11
400 nm,F,10,0.256277,F10,400,50,BG11,BG11
400 nm,G,10,0.261088,G10,400,50,BG11,BG11
401 nm,B,10,0.306924,B10,401,50,UTEX 2973,BG11
401 nm,C,10,0.29964,C10,401,50,UTEX 2973,BG11
401 nm,D,10,0.302302,D10,401,50,UTEX 2973,BG11
401 nm,E,10,0.25237,E10,401,50,BG11,BG11
401 nm,F,10,0.254575,F10,401,50,BG11,BG11
401 nm,G,10,0.259302,G10,401,50,BG11,BG11
402 nm,B,10,0.302194,B10,402,50,UTEX 2973,BG11
402 nm,C,10,0.294987,C10,402,50,UTEX 2973,BG11
402 nm,D,10,0.297619,D10,402,50,UTEX 2973,BG11
402 nm,E,10,0.25114,E10,402,50,BG11,BG11
402 nm,F,10,0.253384,F10,402,50,BG11,BG11
402 nm,G,10,0.258437,G10,402,50,BG11,BG11
403 nm,B,10,0.297702,B10,403,50,UTEX 2973,BG11
403 nm,C,10,0.290724,C10,403,50,UTEX 2973,BG11
403 nm,D,10,0.293277,D10,403,50,UTEX 2973,BG11
403 nm,E,10,0.249279,E10,403,50,BG11,BG11
403 nm,F,10,0.251527,F10,403,50,BG11,BG11
403 nm,G,10,0.256539,G10,403,50,BG11,BG11
404 nm,B,10,0.293852,B10,404,50,UTEX 2973,BG11
404 nm,C,10,0.286894,C10,404,50,UTEX 2973,BG11
404 nm,D,10,0.289445,D10,404,50,UTEX 2973,BG11
404 nm,E,10,0.247593,E10,404,50,BG11,BG11
404 nm,F,10,0.249885,F10,404,50,BG11,BG11
404 nm,G,10,0.254877,G10,404,50,BG11,BG11
405 nm,B,10,0.289449,B10,405,50,UTEX 2973,BG11
405 nm,C,10,0.282377,C10,405,50,UTEX 2973,BG11
405 nm,D,10,0.284966,D10,405,50,UTEX 2973,BG11
405 nm,E,10,0.245394,E10,405,50,BG11,BG11
405 nm,F,10,0.247681,F10,405,50,BG11,BG11
405 nm,G,10,0.25229,G10,405,50,BG11,BG11
406 nm,B,10,0.285713,B10,406,50,UTEX 2973,BG11
406 nm,C,10,0.278862,C10,406,50,UTEX 2973,BG11
406 nm,D,10,0.28145,D10,406,50,UTEX 2973,BG11
406 nm,E,10,0.243807,E10,406,50,BG11,BG11
406 nm,F,10,0.245912,F10,406,50,BG11,BG11
406 nm,G,10,0.25046,G10,406,50,BG11,BG11
407 nm,B,10,0.282778,B10,407,50,UTEX 2973,BG11
407 nm,C,10,0.276014,C10,407,50,UTEX 2973,BG11
407 nm,D,10,0.278415,D10,407,50,UTEX 2973,BG11
407 nm,E,10,0.242086,E10,407,50,BG11,BG11
407 nm,F,10,0.244284,F10,407,50,BG11,BG11
407 nm,G,10,0.248722,G10,407,50,BG11,BG11
408 nm,B,10,0.279938,B10,408,50,UTEX 2973,BG11
408 nm,C,10,0.273218,C10,408,50,UTEX 2973,BG11
408 nm,D,10,0.275771,D10,408,50,UTEX 2973,BG11
408 nm,E,10,0.240452,E10,408,50,BG11,BG11
408 nm,F,10,0.24257,F10,408,50,BG11,BG11
408 nm,G,10,0.247061,G10,408,50,BG11,BG11
409 nm,B,10,0.277276,B10,409,50,UTEX 2973,BG11
409 nm,C,10,0.2708,C10,409,50,UTEX 2973,BG11
409 nm,D,10,0.273318,D10,409,50,UTEX 2973,BG11
409 nm,E,10,0.238767,E10,409,50,BG11,BG11
409 nm,F,10,0.241016,F10,409,50,BG11,BG11
409 nm,G,10,0.245739,G10,409,50,BG11,BG11
410 nm,B,10,0.274537,B10,410,50,UTEX 2973,BG11
410 nm,C,10,0.267872,C10,410,50,UTEX 2973,BG11
410 nm,D,10,0.270712,D10,410,50,UTEX 2973,BG11
410 nm,E,10,0.23692,E10,410,50,BG11,BG11
410 nm,F,10,0.238963,F10,410,50,BG11,BG11
410 nm,G,10,0.243061,G10,410,50,BG11,BG11
411 nm,B,10,0.272553,B10,411,50,UTEX 2973,BG11
411 nm,C,10,0.265781,C10,411,50,UTEX 2973,BG11
411 nm,D,10,0.268739,D10,411,50,UTEX 2973,BG11
411 nm,E,10,0.235147,E10,411,50,BG11,BG11
411 nm,F,10,0.237342,F10,411,50,BG11,BG11
411 nm,G,10,0.241249,G10,411,50,BG11,BG11
412 nm,B,10,0.270419,B10,412,50,UTEX 2973,BG11
412 nm,C,10,0.263675,C10,412,50,UTEX 2973,BG11
412 nm,D,10,0.266711,D10,412,50,UTEX 2973,BG11
412 nm,E,10,0.233242,E10,412,50,BG11,BG11
412 nm,F,10,0.235503,F10,412,50,BG11,BG11
412 nm,G,10,0.239077,G10,412,50,BG11,BG11
413 nm,B,10,0.268835,B10,413,50,UTEX 2973,BG11
413 nm,C,10,0.262122,C10,413,50,UTEX 2973,BG11
413 nm,D,10,0.2652,D10,413,50,UTEX 2973,BG11
413 nm,E,10,0.23163,E10,413,50,BG11,BG11
413 nm,F,10,0.233804,F10,413,50,BG11,BG11
413 nm,G,10,0.237385,G10,413,50,BG11,BG11
414 nm,B,10,0.267401,B10,414,50,UTEX 2973,BG11
414 nm,C,10,0.260647,C10,414,50,UTEX 2973,BG11
414 nm,D,10,0.263771,D10,414,50,UTEX 2973,BG11
414 nm,E,10,0.229517,E10,414,50,BG11,BG11
414 nm,F,10,0.231818,F10,414,50,BG11,BG11
414 nm,G,10,0.235849,G10,414,50,BG11,BG11
415 nm,B,10,0.265987,B10,415,50,UTEX 2973,BG11
415 nm,C,10,0.259358,C10,415,50,UTEX 2973,BG11
415 nm,D,10,0.262436,D10,415,50,UTEX 2973,BG11
415 nm,E,10,0.227777,E10,415,50,BG11,BG11
415 nm,F,10,0.22999,F10,415,50,BG11,BG11
415 nm,G,10,0.234118,G10,415,50,BG11,BG11
416 nm,B,10,0.264509,B10,416,50,UTEX 2973,BG11
416 nm,C,10,0.257948,C10,416,50,UTEX 2973,BG11
416 nm,D,10,0.261218,D10,416,50,UTEX 2973,BG11
416 nm,E,10,0.22584,E10,416,50,BG11,BG11
416 nm,F,10,0.227925,F10,416,50,BG11,BG11
416 nm,G,10,0.23123,G10,416,50,BG11,BG11
417 nm,B,10,0.263089,B10,417,50,UTEX 2973,BG11
417 nm,C,10,0.256711,C10,417,50,UTEX 2973,BG11
417 nm,D,10,0.260084,D10,417,50,UTEX 2973,BG11
417 nm,E,10,0.223722,E10,417,50,BG11,BG11
417 nm,F,10,0.225836,F10,417,50,BG11,BG11
417 nm,G,10,0.229014,G10,417,50,BG11,BG11
418 nm,B,10,0.262544,B10,418,50,UTEX 2973,BG11
418 nm,C,10,0.255852,C10,418,50,UTEX 2973,BG11
418 nm,D,10,0.259548,D10,418,50,UTEX 2973,BG11
418 nm,E,10,0.222095,E10,418,50,BG11,BG11
418 nm,F,10,0.224367,F10,418,50,BG11,BG11
418 nm,G,10,0.227349,G10,418,50,BG11,BG11
419 nm,B,10,0.261471,B10,419,50,UTEX 2973,BG11
